id;name;introduction;rank;address;tel;type;city;url
29;首都医科大学附属复兴医院(北京平台);"　　首都医科大学附属复兴医院建于1950年，经过60多年的发展，现已成为集医疗、教学、科研、预防和社区卫生服务为一体的、拥有妇科内镜、心血管防治、危重症医学（ICU）、月坛社区服务等特色学科的三级综合医院。　　医院建筑面积102133.71平方米，设有临床科室34个、医技科室9个，编制床位816张，开放床位798张。　　全院有卫生技术人员1301人，其中高级技术人员184人，包括博士生导师3人，硕士生导师25人；有博士生培养点1个，硕士生培养点12个。　　同时，医院还拥有一批具有专业特色的学科带头人和技术骨干，为来自全国各地的患者提供医疗服务；承担着月坛社区13万居民的卫生保健任务。2003年，被北京市医疗保险事务管理中心指定为医疗保险定点医院。　　近年来，医院为改善病人的就医环境和就医条件，投资建设了新病房楼，改造、装修原有北病房楼；购置了MRI、手术内镜、数字减影血管造影系统等大型仪器设备；进行重点学科打造和人才梯队建设，对具有自身特色的科室进行重点扶持，先后建立了各具特色的3个中心和重点科室：妇科内镜&mdash;宫腔镜诊治中心、乳腺微创中心、心血管防治中心、神经内科、急救医学、肾内科、月坛社区卫生服务中心；与此同时，医院加强内涵和文化建设，注重医疗、护理服务的层面和范围，掌握并满足患者及亲属的个性化需求。　　为持续提高医疗服务质量，2002年医院引入ISO9001︰2000质量管理体系，明确了质量方针：始终坚持以患者的利益为最高利益，坚持一切以社会公众的身心健康为质量宗旨，追求优质、高效的医疗服务并使之与发展的办院方向保持一致，永续不断。建立了以院长质量查房为基础的三级PDCA循环管理，持续改进服务质量。　　首都医科大学附属复兴医院是首都医科大学第八临床医学院，承担着研究生、五年制本科生、大专生的教学任务，社区卫生服务中心被卫生部及首都医科大学遴选为全科医生培训基地。近年来医院高度重视科教发展，本着“以人为本，科教兴院”的发展战略，实施了“重点科室重点建设、重点项目重点投入、重点人员重点培养”的三重工程，调动了员工的积极性、创造性，科研论文发表数量连创新高，保持了良好的上升势头，2000-2010年度科研成果先后荣获国家级、市区级各类科技进步45项。　　随着国际间交流的不断扩大，医院先后与日本、澳大利亚、法国、新加坡及美国威斯康星大学家庭医学院建立了多领域的友好合作关系。　　在共建和谐社会的今天，医院将继续坚持以患者为关注焦点，以患者的利益为最高利益，把“患者满意”作为医院始终追求的目标，更好地为社会公众提供热情、周到、优质、高效的医疗保健服务。";1;北京市西城区月坛北街4号（复兴医院门诊部）;010-88062583;3a;bj;http://www.guahao.com/hospital/a87b241d-31aa-43ba-8227-b15214a0a67d000
30;北京妇产医院西院(北京平台);"北京妇产医院创建于1959年6月6日，是一所以临床医疗、保健为主，诊治妇产科常见病、多发病为特点和妇产科疑难病症为重点的医、教、研、防、保健相结合的三级甲等市级专科医院。著名妇产科专家林巧稚是首任院长。1984年由世界卫生组织（WHO）确定为围产保健和研究培训合作中心，1999年更名为WHO母婴和妇女保健研究及培训合作中心1992年成为我国首批符合国际标准的“爱婴医院”之一。1994年被首都医科大学批准为首都医科大学附属妇产医院，2000年成为首都医科大学妇产医学院，为该院妇产科临床硕士研究生培训重点基地。 　　为满足全国各地女性患者的就诊需求，优化就医条件，2002年政府投资扩建了位于朝阳CBD区的新院。现为一院两址：新院为东院区，占地面积40亩，以产科、新生儿科和妇科为主。老院为西院区，位于市中心，占地面积25亩，以生殖医学中心、妇科微创中心、肿瘤科和生殖调节科为主。医院总建筑面积67484平方米，开放病床600张年门诊量 60万人次，急诊1、5万人次，住院2.03万人次，近三年分娩量逐年上升，2005年出生婴儿10177名，居全市第一，创建院历史新高。建院46年来有25万名婴儿在这里诞生。 全院在职职工1148人，专业技术人员1005人，中高级职称占34%。有博士15人，硕士101人，博士生导师2名，硕士生导师13名正、副教授25人。 　　围产医学科、妇科微创中心、生殖医学中心、生殖调节科、肿瘤科是医院的重点科室，培育诞生了北京市属医院第一例试管婴儿。围产期保健实行系统化、规范化服务，在高危孕产妇、胎儿和新生儿的监护和诊治妊娠高血压综合征、妊娠糖尿病、新生儿缺血缺氧性脑病的防治、导乐分娩、产时镇痛、母乳喂养、新生儿抚触、新生儿游泳、新生儿听力筛查等方面居国内领先水平。多项研究成果获国家、部、局级奖。广泛应用腔镜和介入技术诊治妇科常见病、多发病及小儿妇科、女性生殖器畸形矫正等达到国内先进水平。节育方法齐全，诊治不孕症、异位妊娠等疑难病症以及输卵管吻合、整形技术享誉全国。开展对妇女更年期相关疾病的诊治和研究。在国内率先开展亚健康保健、新生儿相关疾病筛查和女性尿失禁的治疗。肿瘤科采取手术、化疗、放疗联合治疗妇科恶性肿瘤，还开展了乳腺疾病的诊治。医院曾荣获国家、部委、市级科研成果奖100余项，连续多年评为首都文明单位。 　　北京妇幼保健院组建于2002年6月。由北京市妇女保健所、市儿童保健所、市计划生育技术研究指导所和北京妇产医院合并成为首都乃至全国最大的现代化妇幼保健机构，位于东院区内。对全市十八个区县的妇幼保健、计划生育技术服务及质量控制实行全方位管理，管辖着全市18个区县400家计划生育机构.300家有产科的医院.900家托幼园所 并为全市及全国的妇女儿童提供优质的医疗保健服务。从而成为培养、输送妇幼保健专业人才基地。 北京妇产医院、北京妇幼保健院归属一个领导班子管理。在党委书记李燕申、院长周保利的带领下，全院职工以“医院管理年”为契机，全面贯彻卫生部、市卫生局的部署和要求，秉承以病人为中心、全面提高医疗服务质量的宗旨和理念，按照医院发展战略，朝着“构建和谐医患关系、依法执业、温馨服务、严管费用、持续改进”的目标团结奋进，实现国内一流、国际知名的现代化医院的战略目标。";1;北京市东城区骑河楼街17号（西院）;010-85976699;3a;bj;http://www.guahao.com/hospital/81834fa8-c114-40ea-808b-155ee71547af000
31;北京安定医院(北京平台);"首都医科大学附属北京安定医院创建于1914年，是北京市医管局直属的精神卫生医疗机构暨三级甲等专科医院，承担着医疗、教学、科研、预防、社会服务和对外交流等项任务。2000年成为首都医科大学精神卫生学院，也是全国第一所精神卫生学院，是精神病和精神卫生专业的硕士点、博士点以及应用心理学硕士点；2006年成为北京地区精神病学专业住院/专科医师培训基地；2007年成为首都医科大学精神病学系和临床心理学系。医院现有职工878人，其中专业技术人员791人，高级职称84人。医院总占地面积25960平方米，总建筑面积29557平方米，现有编制床位800张。 首都医科大学附属北京安定医院是精神病国家临床重点专科、国家中医药管理局中西医结合神志病重点专科、国家药品临床研究基地、全国精神病学继续教育基地。2012年获批精神疾病诊断与治疗北京市重点实验室、国家中医药管理局“十二五”中医神志病重点学科和北京市中西医结合精神卫生研究所。目前挂靠单位有：中国心理卫生协会、中国药物依赖治疗中心、北京市精神卫生保健所、北京儿童少年心理卫生中心、北京老年心理卫生中心、北京市精神病司法鉴定委员会办公室、北京市精神疾病会诊中心、精神分析与认知行为心理治疗北京市国际科技合作基地等。 医疗特色 医院的医疗任务面向全国，特别定位于急、重性精神障碍的门诊及住院医疗；疑难精神障碍的会诊医疗；与综合医院的联络会诊。长期以来，医院一直以“生物&mdash;心理&mdash;社会”的医学模式作为专业建设的指导方针，率先建立了精神科医师、护士、临床心理治疗师、社会工作者和工娱治疗师五支队伍。在药物治疗的基础上，开发了预防精神障碍复发和提高患者社会功能的工娱治疗、森田治疗项目等康复治疗系列技术，为患者保存、恢复社会功能及全面康复提供了良好的条件，也奠定了我院在精神康复领域的专业特色。2013年5月1日建立了开放病房，为自愿住院的精神疾病患者提供开放治疗服务。 除普通精神科门诊外，医院根据不同人群的需求，开设了抑郁症、焦虑障碍、心身疾病、心理咨询、婚姻家庭心理咨询、心理治疗、老年精神科、儿童精神科、药物依赖、中医（针灸）、中西医结合等特色门诊；24小时急诊服务；并设有无抽搐电痉挛治疗、电子计算机X射线断层扫描（CT）、生物反馈、电生理、脑电图及血药浓度等治疗检测项目。 医院于2006年1月成立了全国首家抑郁症治疗中心，并推出了基于计算机网络技术的全新治疗模式&mdash;&mdash;全病程量化治疗，实现了对患者全病程、多手段及远程的综合治疗，为抑郁症患者带来了方便、快捷的持续治疗；2008年7月开设的焦虑障碍门诊，实现了心理疾病患者与重性精神疾病患者就诊通道分开的就诊流程，减轻了心理疾病患者的就诊压力与病耻感。 社会功能 医院除承担精神卫生医疗服务外，组建并打造了一支心理干预专业队伍，同时作为北京市心理救援队长单位，担负着北京市乃至全国突发事件的心理危机干预等任务。先后参加了抗击“非典”、密云“彩虹桥”踩踏事件、“胶济铁路列车脱轨事件”、“5.12”汶川地震、“新疆暴力事件”、“密云水库坠机事件”、“7.21暴雨”、“4.20雅安地震”等突发事件的心理危机干预工作。 此外，医院还承担着精神疾病预防与控制的大量工作，参加制定了北京市精神卫生工作发展规划、北京市精神卫生相关法规、条例和政策；指导16个区县精神卫生保健和社区精神卫生工作，并进行质量监控和人员培训等。 多年来，医院作为北京市健康促进医院和西城区科普教育基地，承担健康教育和社会科普工作，打造了“心身健康进万家”精品项目，坚持10年举办健康大课堂，为数万百姓进行精神卫生与心理健康知识的宣传；为社会机构、各大院校开展心理咨询、讲座，为市民答疑解惑，普及心理健康知识。连续9年荣获市、区健康教育先进集体和优秀健康促进医院。 科教兴院 在科教兴院方针指引下，医院不断加大人才的培养与引进。成立了精神分裂症、心境障碍、儿童精神病学、临床心理学和中西医结合精神病学5个重点学科，以及老年精神病学、康复精神病学、精神病护理学、急诊精神病学、临床流行病学和精神卫生管理学6个培育学科。 近年来医院先后承担了多项不同层次的科研课题，包括国家科技部“十二五”科技支撑项目、国家自然科学基金项目、北京市科委重大项目等，如，科技部科技支撑课题“抑郁症早期诊断方法和标准化综合治疗模式” 、“常见心理疾患的认知行为治疗技术规范及示范模式建设” 、“中国儿童青少年精神障碍流行病学调查”、“重大新药创制”科技重大专项课题“精神疾病的新药临床评价研究技术平台建设”等。 2011年我院蔡焯基教授牵头申报的“精神障碍综合干预&mdash;北京地区抑郁障碍现状和相关服务的现况调查”成果获得了北京市科学技术三等奖，该项目另一项成果也获得中华预防医学会三等奖。2012年郑毅教授主持的“儿童抽动障碍基础与临床系列研究”项目获中华医学科技奖三等奖。此外，我院参与完成的“补肾化痰法治疗阿尔茨海默病及其应用技术”项目获北京市科技进步奖一等奖。在“首都十大疾病科技攻关”一期工作中，马辛教授所带团队获得了惠民型科技成果奖、创新型科技成果奖和优秀组织管理团队称号。 医院不断拓宽与国际接轨的渠道，提升对外交流的深度和广度。近几年，我院与美国、英国、加拿大等地专业机构建立了深层次的学术交流与项目合作关系，并多次举办在精神病学与心理学上具有重要影响的国际性论坛会议，如“中美精神卫生管理高峰论坛”、创办并连续开展三届“精神病学与临床心理学国际新进展论坛”。2010年，我院成功承办了“第19届世界儿童青少年精神疾病与相关学科学术会议”、“2010年世界精神病学协会（WPA）国际大会”以及“国际精神分析协会（IPA）首届亚洲精神分析大会”。 通过促进国内外精神卫生专家、学者的广泛交流和研讨，培养了一批中青年科研与临床骨干，促进了医、教、研、防的全面发展。 百年安医积淀了深厚的文化底蕴，拥有“和谐、奉献、严谨、创新”的光荣传统，拥有一支优秀的精神卫生专家队伍和雄厚的技术力量。医院将在医改的浪潮中开拓进取，勇于创新，团结奋斗，扎实工作，在“争创精神医学一流地位，拓展心理卫生品牌优势”的愿景下，以优质的医疗服务、精湛的专业技术和严谨的诊疗作风，为首都人民和全国人民服务！ 历史沿革 1914年由北洋政府京师警察厅创建于北京。 1928年由北平市卫生局和北平协和医学院共管，命名为“精神病院”，成为北平协和医学院的精神医学教学医院。 1948年改名为“精神病防治院”。 1949年北京解放，由北京市卫生局接管。 1958年经北京市政府批准改名为“北京安定医院”。 1980年成为首都医科大学教学医院。 1994年成为首都医科大学附属医院。 2000年首都医科大学精神卫生学院正式挂牌。";1;北京市西城区德胜门外安康胡同5号;010-58303063;3a;bj;http://www.guahao.com/hospital/f9612a1e-ad7c-4b5b-bc0b-db3caad78ca6000
32;北京安贞医院(北京平台);null;1;北京市朝阳区安贞路2号;010-64412431;3a;bj;http://www.guahao.com/hospital/bf57c43c-09f6-4427-bade-85e60dae3e99000
33;北京积水潭医院新街口院区(北京平台);null;1;北京西城区新街口东街31号;暂无电话;3a;bj;http://www.guahao.com/hospital/c3937326-e72a-43d9-9366-dcaa8a5aebcb000
34;中国人民解放军总医院(301医院)（北京平台）;null;1;北京市海淀区复兴路28号;010-68182255;3a;bj;http://www.guahao.com/hospital/4f8f5db0-cbb7-486a-8035-d1264e525b1e000
35;解放军第309医院（北京平台）;"解放军第309医院成立于1958年，前身是由南京军事学院附属医院、第四十一医院和第三一五医院组建而成的。组建之初，隶属解放军总医院。1960年11月医院划归总后直接领导。2004年5月，并入解放军总医院。 经过47年的建设和发展，解放军第309医院现已成为北京市西北郊唯一的三级甲等大型综合性医院。院长刘希华。医院全军结核病中心，已通过总部申报结核病研究所考评移植医学中心累计已实施肾脏移植1420例、肝脏移植186例，并成功完成心脏移植、肝肾、胰肾联合移植和造血干细胞移植。 医院骨科、普通外科、肝胆外科、消化内科等学科在军内外享有较高声誉。神经疾病、心血管病、呼吸系统疾病等多个专科列入解放军总医院临床医学专科中心。 医院占地74万平方米，先后被评为北京市花园式单位，首都文明单位，国家级爱婴医院，是第四军医大学、天津武警医学院等院校的教学医院，是北京市首批医疗保险定点医院，海淀区“物价、计量信得过”单位。在抗击“非典”工作中，医院被中组部授予“全国防治非典型肺炎工作先进基层党组织”，医院党委被授予“全军先进党组织”称号。2005年5月，被国务院表彰为“全国民族团结进步模范集体”。 目前，医院展开床位1000余张，医务人员1200余名。其中，高级专业技术职务130名，博士及硕士研究生100余名，博士生导师5名，硕士生导师20余名。 医院拥有1.5T核磁共振、16层螺旋CT、数字胃肠机、血管造影机和数字X线照相机等国际顶级医疗设备及经皮电视腹腔镜、医用直线加速器、头部及体部X刀等一批先进医疗设备，总值1.6亿元。手术室全部为百级和负压标准。无菌层流病房、血液净化病房和重症监护病房均达到国内先进水平。医院实现了数字化远程教学、交流和会诊。医院落实科学发展观，坚持“以人为本”，奉行“病人至上，质量第一”的原则，面向社会，服务军民，竭诚为军内外求医者提供一流医疗服务。";1;北京市海淀区黑山扈甲17号;010-66775463;3a;bj;http://www.guahao.com/hospital/51e5fdae-6049-4638-ac87-c3184d8880c2000
36;北京市朝阳区妇儿医院(北京平台);"北京市朝阳区妇幼保健院，它始建于1957年，2003年迁入现址朝阳区潘家园华威里25号。    我院是朝阳区唯一一家二级甲等妇幼保健机构，又是潘家园社区卫生服务中心，承担着全区妇幼保健政府职能、妇幼专科医疗服务及潘家园地区的基本医疗服务三大任务。为更好地适应当前医疗改革和医院发展形势的需要，根据区编制办文件精神成立一院两中心：朝阳区妇儿医院、朝阳区妇幼保健中心、潘家园社区卫生服务中心。    朝阳区地域大人口多，面积470.8平方公里，流动人口130万；属地面积4.166平方公里，人口：12万。    目前，医院面积为9000平米，现有职工总数：305人，其中在编人数：123人，外聘人数：182人。其中：专业技术人员202人，占66.3%；高级职称23人，占7.5%；中级职称63人，占20.7%。大学以上学历81人，占26.6%，大专学历126人，占41.3%。先后共获市、区科技成果奖6项。    1993年我院作为全区唯一一所医疗机构顺利通过国际爱婴医院的评估，荣获“全国首批爱婴医院”称号；1997年通过了二级甲等妇幼保健院的评审，被卫生部授予“二级甲等妇幼保健院”称号，是一所集预防、保健、临床、科研教学于一体的二级甲等专科医院。    朝阳区妇儿医院承担着全区妇女保健、儿童保健、生殖保健、计划生育技术及妇女病防治等政府职能的业务指导工作。管理着全区48家围产保健建所单位、20家助产机构、200余家企事业单位女职工保健、237多个托幼园所、92家计划生育手术单位等多项业务工作。软陶公仔临床诊疗服务以产科的全程陪产、婴儿游泳、新生儿抚触为特色，妇科以微创技术为特色，计划生育以无痛技术为特色。社区卫生服务以预防、保健、医疗、康复、健康教育和计划生育指导为一体。是全区妇幼保健技术指导中心和培训中心;担负着参与救治妇科、产科、儿科及计划生育的急、危、重症病例、接受下级医院转诊、会诊及诊治疑难病症的工作。    我院秉承“以患者为中心”，“人文医疗相结合”的服务原则 逐步形成了以人性化服务为特色的医院。    医院特色诊疗服务项目：    1、产科诊疗：产前检查、产前监测、全程无痛陪伴分娩、导乐分娩、婴儿游泳、新生儿抚触、孕妇学校。    2、乳腺诊疗：治疗乳腺增生、乳腺炎、乳腺囊肿等乳腺疾病。开展乳腺癌根治术、乳腺癌保乳手术等多种疑难手术。    3、孕妇孕愈诊疗：采用宫腹腔镜联合技术、输卵管造影技术、中西医结合治疗等综合治疗方法。    4、妇科诊疗:采用微创技术 开展腹腔镜、宫腔镜治疗子宫肌瘤、宫外孕、多囊卵巢综合症、宫颈肿瘤等妇科疾病。    5、儿童保健中心，开展儿童系列保健服务。    朝阳区妇儿医院时刻铭记“儿童优先、母亲安全”的服务宗旨，始终坚持“以保健为中心，以保障生殖健康”为目的，贯彻执行以保健为中心，保健与临床、保健与社区卫生服务相结合的方针。不断创造更好的医疗保健服务条件，为更广大的妇女、儿童和社区居民提供最优质、最温馨的服务。    
                            ";1;朝阳区潘家园华威里甲25号;010-87789952;3a;bj;http://www.guahao.com/hospital/52587099-8771-4386-a778-b6690d0d369e000
37;中国中医科学院广安门医院（北京平台）;null;1;北京市西城区广安门内北线阁5号;010-83123311;3a;bj;http://www.guahao.com/hospital/53c84da4-cb05-40a4-b35c-9c45c6a053e7000
38;北京中医药大学东方医院（北京平台）;"东方医院是北京中医药大学附属医院，于1999年12月开业。是卫生部国家中医药管理局直属单位，是全国三级甲等中医医院、全国示范中医医院、全国中医脑病中心，全国中医急症中心和国家教育部重点学科中医内科基地。是北京市医疗保险定点医院，对本市全体参保职工和退休人员，不用选择均可来就医，门诊及住院所发生的医疗费用，只要属医保报销范围的，都可纳入基本医疗保险报销范围。 　　东方医院是一所特色明显、功能齐全、设备先进，集医疗、教学、科研、预防和健康咨询为一体的现代化大型综合性中西医结合中医医院。医院有正、副主任医师135人，博士、硕士研究生导师100余名。医院共开放床位数620张，设有临床科室32个。 　　国家中医药管理局重点专科、学科有中医脑病科、周围血管科、内分泌科、呼吸热病科、肾内科及血液免疫科。 　　医院技术力量雄厚，诊疗方法是以中医为主、中西医结合。有刘弼臣、吕仁和、郭志强、周平安、姜良铎、王尧华、陈淑长等全国知名专家、教授应诊。医院配有现代化的手术室、监护室以及健身、药浴、功能康复等设施。 　　医院装备有数百万元以上的大型医疗设备：如核磁共振、DSA血管造影机、螺旋CT机、ECT单光子发射计算机断层扫描系统、数字化胃肠X光机、彩色多普勒超声、超声心动图仪、生化分析仪等。 　　医院已通过ISO9000质量管理标准，医院将“以一流的设备，一流的环境，一流的技术，一流的服务自立于中国医林，服务于广大患者。”";1;北京丰台区方庄芳星园一区6号;010-67689655;3a;bj;http://www.guahao.com/hospital/6c00fc15-4f8f-4550-a756-cc1ab9d10de8000
39;武警总医院（北京平台）;null;1;北京市海淀区永定路69号;暂无电话;3a;bj;http://www.guahao.com/hospital/7d5df941-6070-47de-b46e-1dd4b7f6ce9d000
40;煤炭总医院（北京平台）;"煤炭总医院，是集医疗、教学、科研、预防为一体的大型现代化综合医院，是北京市涉外医疗医院、中国协和医科大学教学医院及北京市“大病统筹医疗”定点医院，同时是亚洲国际紧急救援中心（AEA）的国际救援定点合作医院。院址在北京市朝阳区西坝河南里29号，环境幽雅，交通便利。拥有核磁共振仪、全身CT机、彩色多普勒超声诊断仪、数字减影血管造影仪、电子内窥镜、全自动化分析仪、体外碎石机、数字影像多功能X光机等先进医疗设备。病床编制500张，面向全国煤炭行业的职工、家属及全社会开放，并承担着驻地社区居民的预防保健工作。 　　医院设有内科（包括消化内科、呼吸内科、心血管内科、内分泌内科、血液内科、神经内科、干部医疗科、CCU等二级科室）、外科（包括神经外科、心胸外科、泌尿外科、普外科、骨外科、肿瘤外科、ICU等二级科室）、妇产科（包括母婴同室病房、温馨病房等）、小儿科（包括母婴同室病房、温馨病房、NICU）、眼科、耳鼻喉科、口腔科、中医科、理疗科、皮肤科、按摩科、临床检验科、影像科、功能检查科、病理科、药剂科、制剂中心、计算机信息管理中心、营养科等30余个临床、医技科室，开展了六十余个专业的诊断和治疗工作。 　　医院拥有一批医德高尚、医术精湛的专家及名医，其中有主任医师21名、副主任医师65名。 医院设有涉外门诊、外宾病房、干部病房和特级病房，全部实行宾馆化管理，配备有卫生间、电话、彩电、沙发、空调、冰箱等设施，可为患者、陪护人员及来宾提供方便。 煤炭工业总医院是集医疗、教学、科研、预防为一体的大型现代化综合医院，是北京市涉外医疗医院、中国协和医科大学教学医院及北京市“大病统筹医疗”定点医院，同时是亚洲国际紧急救援中心（AEA）的国际救援定点合作医院。院址在北京市朝阳区西坝河南里29号，环境幽雅，交通便利。拥有核磁共振仪、全身CT机、彩色多普勒超声诊断仪、数字减影血管造影仪、电子内窥镜、全自动化分析仪、体外碎石机、数字影象多功能X光机等先进医疗设备。病床编制500张，面向全国煤炭行业的职工、家属及全社会开放，并承担着驻地社区居民的预防保健工作。 　　医院设有内科（包括消化内科、呼吸内科、心血管内科、内分泌内科、血液内科、神经内科、干部医疗科、CCU等二级科室）、外科（包括神经外科、心胸外科、泌尿外科、普外科、骨外科、肿瘤外科、ICU等二级科室）、妇产科（包括母婴同室病房、温馨病房等）、小儿科（包括母婴同室病房、温馨病房、NICU）、眼科、耳鼻喉科、口腔科、中医科、理疗科、皮肤科、按摩科、临床检验科、影象科、功能检查科、病理科、药剂科、制剂中心、计算机信息管理中心、营养科等30余个临床、医技科室，开展了六十余个专业的诊断和治疗工作。 　　医院拥有主任医师21名、副主任医师65名。 医院设有涉外门诊、外宾病房、干部病房和特级病房，全部实行宾馆化管理，配备有卫生间、电话、彩电、沙发、空调、冰箱等设施，可为患者、陪护人员及来宾提供方便。 　　在以病人为中心，起点高、高水平的建院方针指导下，医院各项事业均健康稳步发展。近年来，先后荣获中央国家机关精神文明单位，首都绿化美化花园式单位，中央国家机关先进职工之家单位等荣誉称号。影象科获全国九省医学影象照片质量展评优胜奖，检验科被卫生部及北京市临床检验中心授予优秀实验室称号，重症监护病房（ICU）被中央国家机关团工委命名为青年文明号先进集体。 医院以科学的管理、精良的设备、精湛的技术、高尚的医德，竭诚为国内外每一位患者提供优质服务。";1;北京市朝阳区西坝河南里29号;010-64667755;3a;bj;http://www.guahao.com/hospital/31cbf0bf-c053-4d92-8e0a-cd8b4b91719e000
41;北京佑安医院(北京平台);"　　北京佑安医院创建于1956年，是首都医科大学附属医院暨第九临床医学院。是卫生部三级甲等医院。卫生部全国传染病医师进修培训基地、中国疾病预防控制中心艾滋病临床医师培训基地、国家中医药管理局中医药治疗传染病及艾滋病基地。在全国拥有协作医院近30家。是首届中华医院管理学会传染病管理分会、中国性病艾滋病防治协会关怀与治疗工作委员会主任单位。佑安医院是一所以感染和传染性疾病患者群体为服务对象，集预防、医疗、保健、康复为一体的大型综合性专科医院。 　　 医院占地面积52280平方米，建筑面积48246平方米。开放床位550张（新的门诊楼及呼吸病房楼共28000平方米正在建设中，改扩建后开放床位达750张）。医院技术力量雄厚，专业技术人员占87%高级职称100余人，博士及硕士研究生百余人，博士/硕士研究生导师近30名。北京市优秀跨世纪人才、北京市科技新星、突出贡献专家及享受政府特贴专家近20人。拥有一支结构合理、适应21世纪医学发展需要的老中青相结合的的专业人才梯队。聘请了英国、美国等国内外著名的专家组成的客座教授队伍。 　　医院十分重视学科建设，自八十年代就提出了“大专科小综合”的办院思路，成立了肝病消化科、肝胆外科、肝病妇产科、肝病肿瘤科等科室。中西医结合肝病治疗成为北京市重点学科。经批准建立了北京市性病艾滋病临床诊疗中心、北京市人工肝治疗培训中心北京市肝病内镜会诊治疗中心北京市中西医结合肝胆疑难病会诊中心。成立了中美肝脏移植协作中心和佑安医院肝脏移植中心及佑安医院肿瘤介入中心。目前，针对各种肝病或各型肝炎，医院创建了国内外独特的“内科综合&mdash;人工肝支持&mdash;肝脏移植”的一体化治疗模式，并拥有自主开发、疗效独特的系列中药院内制剂，造福广大的肝病患者。 　　佑安医院创建了关爱艾滋病患者和感染者的NGO组织----“爱心家园”和关注肝病患者、体现人性化服务的“肝病康乐家园”。医院拥有完善的肝胆病、感染性疾病实验室检测及辅助治疗手段，建立了艾滋病、SARS、中西医结合等重点实验室，医院感染管理等十余项新技术、业务成为国家级继续教育项目。 在各项工作中，积极倡导“以人为本”的管理理念，坚持走科教兴院之路。大力开展新技术的研究，先后承担了国家863、市科委的重大科研课题与意大利、美国、英国开展技术合作及多项研究。先后承办了多个传染病国家级继续医学教育项目出版专著数十部及全国医务工作者规范化培训传染病教材，发表在核心期刊的学术论文千余篇。数十位专家担任省部级学术期刊的学术职务。 　　长期以来，佑安人弘扬“求实、奉献、精湛、创新”的佑安精神，倡导“互佑平安”的人文精神理念，在两个文明建设中取得了令人瞩目的成就。医院连续被评为“全国卫生系统先进单位”、“北京市精神文明标兵单位”等荣誉在2003年抗击“非典”的战斗中，临危不惧、救死扶伤，充分展现了当代医务工作者的风采，荣获了“全国五一劳动奖状”、“全国三八红旗集体”等荣誉称号。胡锦涛总书记、温家宝总理先后来到佑安医院视察指导工作，给予佑安人亲切的关怀和巨大的鼓舞。 　　医院在“十一五”发展规划中提出了新的战略定位和服务宗旨， 将努力实现六个战略性转变：即由单纯传染性疾病向感染和传染性疾病转变由注重疾病向服务于人群转变由单纯医疗型向预防、医疗、保健及康复一体化转变由追求两个效益向为社会提供优质服务的目标转变由单纯的医疗救治向构建公共卫生防控体系建设的集团化转变由专科医院向综合性专科医院转变。 　　我们深信，通过全体佑安人的努力，我们有信心把医院建成人民群众满意、放心的研究创新型、资源节约型和人文和谐型医院，最终建成具有国际水平的现代化传染病专科医院而屹立于世界之林。";1;北京市丰台区右安门外西头条8号;010-83997599;3a;bj;http://www.guahao.com/hospital/cd3ddf0f-5d5e-4cfc-ba09-dbc7e3e22700000
42;北京三博脑科医院(北京平台);"北京三博脑科医院坐落在北京著名香山风景区脚下，是一家以治疗颅脑肿瘤、脑血管疾病、功能神经外科疾病、癫痫、脊髓疾病、疼痛性疾病为主要特色的现代化神经专科医院。设有神经外科、麻醉科、重症监护治疗（ICU）、神经内科、癫痫中心、神经内镜中心、疼痛中心、内科、外科、神经影像科、病理科等临床和医技科室，并拥有设备先进的脑科学研究所，是集医疗、教学、科研为一体的现代化医院。 医院现为首都医科大学第十一临床医学院、北京市基本医疗保险神经专科三级定点医疗机构、卫生部全国神经外科医师培训基地、首都医科大学神经外科学院三系、首都医科大学硕士点、博士点、中国抗癫痫协会临床实践与培训基地，同时也是中国医师协会神经调控专业委员会及世界神经调控协会中国分会的诞生和机构所在地。";1;北京市海淀区香山一棵松50号;010-62856916;3a;bj;http://www.guahao.com/hospital/e1a7ec93-5646-42cd-86a0-6c2b2a9ad755000
43;中国中医科学院眼科医院（北京平台）;null;1;北京市石景山区鲁谷路33号;010-68688877;3a;bj;http://www.guahao.com/hospital/e1bb4dd9-8ccf-4a3b-9b36-72b742436740000
